commodity,year,attribute,value,unit,reference_period
SOYBEAN_OIL,2023/24,Exports,617.0,Million Pounds,2026-03-15
SOYBEAN_OIL,2023/24,Exports,617.0,Million Pounds,2026-04-15
SOYBEAN_OIL,2023/24,"Food, Feed & other Industrial",14164.0,Million Pounds,2025-08-15
SOYBEAN_OIL,2023/24,"Food, Feed & other Industrial",14158.0,Million Pounds,2025-09-15
SOYBEAN_OIL,2023/24,"Food, Feed & other Industrial",14158.0,Million Pounds,2025-11-15
SOYBEAN_OIL,2023/24,"Food, Feed & other Industrial",14158.0,Million Pounds,2025-12-15
SOYBEAN_OIL,2023/24,"Food, Feed & other Industrial",14158.0,Million Pounds,2026-01-15
SOYBEAN_OIL,2023/24,"Food, Feed & other Industrial",14158.0,Million Pounds,2026-02-15
SOYBEAN_OIL,2023/24,"Food, Feed & other Industrial",14158.0,Million Pounds,2026-03-15
SOYBEAN_OIL,2023/24,"Food, Feed & other Industrial",14158.0,Million Pounds,2026-04-15
SOYBEAN_OIL,2023/24,Imports,621.0,Million Pounds,2025-08-15
SOYBEAN_OIL,2023/24,Imports,621.0,Million Pounds,2025-09-15
SOYBEAN_OIL,2023/24,Imports,621.0,Million Pounds,2025-11-15
SOYBEAN_OIL,2023/24,Imports,621.0,Million Pounds,2025-12-15
SOYBEAN_OIL,2023/24,Imports,621.0,Million Pounds,2026-01-15
SOYBEAN_OIL,2023/24,Imports,621.0,Million Pounds,2026-02-15
SOYBEAN_OIL,2023/24,Imports,621.0,Million Pounds,2026-03-15
SOYBEAN_OIL,2023/24,Imports,621.0,Million Pounds,2026-04-15
SOYBEAN_OIL,2023/24,Production,27093.0,Million Pounds,2025-08-15
SOYBEAN_OIL,2023/24,Production,27093.0,Million Pounds,2025-09-15
SOYBEAN_OIL,2023/24,Production,27093.0,Million Pounds,2025-11-15
SOYBEAN_OIL,2023/24,Production,27093.0,Million Pounds,2025-12-15
SOYBEAN_OIL,2023/24,Production,27093.0,Million Pounds,2026-01-15
SOYBEAN_OIL,2023/24,Production,27093.0,Million Pounds,2026-02-15
SOYBEAN_OIL,2023/24,Production,27093.0,Million Pounds,2026-03-15
SOYBEAN_OIL,2023/24,Production,27093.0,Million Pounds,2026-04-15
SOYBEAN_OIL,2023/24,"Supply, Total",29321.0,Million Pounds,2025-08-15
SOYBEAN_OIL,2023/24,"Supply, Total",29321.0,Million Pounds,2025-09-15
SOYBEAN_OIL,2023/24,"Supply, Total",29321.0,Million Pounds,2025-11-15
SOYBEAN_OIL,2023/24,"Supply, Total",29321.0,Million Pounds,2025-12-15
SOYBEAN_OIL,2023/24,"Supply, Total",29321.0,Million Pounds,2026-01-15
SOYBEAN_OIL,2023/24,"Supply, Total",29321.0,Million Pounds,2026-02-15
SOYBEAN_OIL,2023/24,"Supply, Total",29321.0,Million Pounds,2026-03-15
SOYBEAN_OIL,2023/24,"Supply, Total",29321.0,Million Pounds,2026-04-15
SOYBEAN_OIL,2023/24,"Use, Total",27770.0,Million Pounds,2025-08-15
SOYBEAN_OIL,2023/24,"Use, Total",27770.0,Million Pounds,2025-09-15
SOYBEAN_OIL,2023/24,"Use, Total",27770.0,Million Pounds,2025-11-15
SOYBEAN_OIL,2023/24,"Use, Total",27770.0,Million Pounds,2025-12-15
SOYBEAN_OIL,2023/24,"Use, Total",27770.0,Million Pounds,2026-01-15
SOYBEAN_OIL,2023/24,"Use, Total",27770.0,Million Pounds,2026-02-15
SOYBEAN_OIL,2023/24,"Use, Total",27770.0,Million Pounds,2026-03-15
SOYBEAN_OIL,2023/24,"Use, Total",27770.0,Million Pounds,2026-04-15
SOYBEAN_OIL,2024/25,Avg. Price (c/lb),47.5,c/lb,2025-08-15
SOYBEAN_OIL,2024/25,Avg. Price (c/lb),47.5,c/lb,2025-09-15
SOYBEAN_OIL,2024/25,Avg. Price (c/lb),47.59,c/lb,2025-11-15
SOYBEAN_OIL,2024/25,Avg. Price (c/lb),47.59,c/lb,2025-12-15
SOYBEAN_OIL,2024/25,Avg. Price (c/lb),47.59,c/lb,2026-01-15
SOYBEAN_OIL,2024/25,Avg. Price (c/lb),47.59,c/lb,2026-02-15
SOYBEAN_OIL,2024/25,Avg. Price (c/lb),47.59,c/lb,2026-03-15
SOYBEAN_OIL,2024/25,Avg. Price (c/lb),47.59,c/lb,2026-04-15
SOYBEAN_OIL,2024/25,Avg. Price (c/lb),47.59,c/lb,2026-05-15
SOYBEAN_OIL,2024/25,Avg. Price (c/lb),47.59,c/lb,2026-06-15
SOYBEAN_OIL,2024/25,Avg. Price (c/lb),47.59,c/lb,2026-07-15
SOYBEAN_OIL,2024/25,Beginning Stocks,1551.0,Million Pounds,2025-08-15
SOYBEAN_OIL,2024/25,Beginning Stocks,1551.0,Million Pounds,2025-09-15
SOYBEAN_OIL,2024/25,Beginning Stocks,1551.0,Million Pounds,2025-11-15
SOYBEAN_OIL,2024/25,Beginning Stocks,1551.0,Million Pounds,2025-12-15
SOYBEAN_OIL,2024/25,Beginning Stocks,1551.0,Million Pounds,2026-01-15
SOYBEAN_OIL,2024/25,Beginning Stocks,1551.0,Million Pounds,2026-02-15
SOYBEAN_OIL,2024/25,Beginning Stocks,1551.0,Million Pounds,2026-03-15
SOYBEAN_OIL,2024/25,Beginning Stocks,1551.0,Million Pounds,2026-04-15
SOYBEAN_OIL,2024/25,Beginning Stocks,1551.0,Million Pounds,2026-05-15
SOYBEAN_OIL,2024/25,Beginning Stocks,1551.0,Million Pounds,2026-06-15
SOYBEAN_OIL,2024/25,Beginning Stocks,1551.0,Million Pounds,2026-07-15
SOYBEAN_OIL,2024/25,Biofuel,12250.0,Million Pounds,2025-08-15
SOYBEAN_OIL,2024/25,Biofuel,12250.0,Million Pounds,2025-09-15
SOYBEAN_OIL,2024/25,Biofuel,11900.0,Million Pounds,2025-11-15
SOYBEAN_OIL,2024/25,Biofuel,11758.0,Million Pounds,2025-12-15
SOYBEAN_OIL,2024/25,Biofuel,11758.0,Million Pounds,2026-01-15
SOYBEAN_OIL,2024/25,Biofuel,11758.0,Million Pounds,2026-02-15
SOYBEAN_OIL,2024/25,Biofuel,11758.0,Million Pounds,2026-03-15
SOYBEAN_OIL,2024/25,Biofuel,11758.0,Million Pounds,2026-04-15
SOYBEAN_OIL,2024/25,Biofuel,11758.0,Million Pounds,2026-05-15
SOYBEAN_OIL,2024/25,Biofuel,11758.0,Million Pounds,2026-06-15
SOYBEAN_OIL,2024/25,Biofuel,11758.0,Million Pounds,2026-07-15
SOYBEAN_OIL,2024/25,Domestic Disappearance,26850.0,Million Pounds,2025-08-15
SOYBEAN_OIL,2024/25,Domestic Disappearance,26850.0,Million Pounds,2025-09-15
SOYBEAN_OIL,2024/25,Domestic Disappearance,26900.0,Million Pounds,2025-11-15
SOYBEAN_OIL,2024/25,Domestic Disappearance,26900.0,Million Pounds,2025-12-15
SOYBEAN_OIL,2024/25,Domestic Disappearance,26891.0,Million Pounds,2026-01-15
SOYBEAN_OIL,2024/25,Domestic Disappearance,26891.0,Million Pounds,2026-02-15
SOYBEAN_OIL,2024/25,Domestic Disappearance,26891.0,Million Pounds,2026-03-15
SOYBEAN_OIL,2024/25,Domestic Disappearance,26891.0,Million Pounds,2026-04-15
SOYBEAN_OIL,2024/25,Domestic Disappearance,26891.0,Million Pounds,2026-05-15
SOYBEAN_OIL,2024/25,Domestic Disappearance,26891.0,Million Pounds,2026-06-15
SOYBEAN_OIL,2024/25,Domestic Disappearance,26912.0,Million Pounds,2026-07-15
SOYBEAN_OIL,2024/25,Ending stocks,1501.0,Million Pounds,2025-08-15
SOYBEAN_OIL,2024/25,Ending stocks,1561.0,Million Pounds,2025-09-15
SOYBEAN_OIL,2024/25,Ending stocks,1751.0,Million Pounds,2025-11-15
SOYBEAN_OIL,2024/25,Ending stocks,1751.0,Million Pounds,2025-12-15
SOYBEAN_OIL,2024/25,Ending stocks,1747.0,Million Pounds,2026-01-15
SOYBEAN_OIL,2024/25,Ending stocks,1747.0,Million Pounds,2026-02-15
SOYBEAN_OIL,2024/25,Ending stocks,1747.0,Million Pounds,2026-03-15
SOYBEAN_OIL,2024/25,Ending stocks,1747.0,Million Pounds,2026-04-15
SOYBEAN_OIL,2024/25,Ending stocks,1747.0,Million Pounds,2026-05-15
SOYBEAN_OIL,2024/25,Ending stocks,1747.0,Million Pounds,2026-06-15
SOYBEAN_OIL,2024/25,Ending stocks,1747.0,Million Pounds,2026-07-15
SOYBEAN_OIL,2024/25,Exports,2550.0,Million Pounds,2025-08-15
SOYBEAN_OIL,2024/25,Exports,2500.0,Million Pounds,2025-09-15
SOYBEAN_OIL,2024/25,Exports,2500.0,Million Pounds,2025-11-15
SOYBEAN_OIL,2024/25,Exports,2500.0,Million Pounds,2025-12-15
SOYBEAN_OIL,2024/25,Exports,2492.0,Million Pounds,2026-01-15
SOYBEAN_OIL,2024/25,Exports,2492.0,Million Pounds,2026-02-15
SOYBEAN_OIL,2024/25,Exports,2492.0,Million Pounds,2026-03-15
SOYBEAN_OIL,2024/25,Exports,2492.0,Million Pounds,2026-04-15
SOYBEAN_OIL,2024/25,Exports,2492.0,Million Pounds,2026-05-15
SOYBEAN_OIL,2024/25,Exports,2492.0,Million Pounds,2026-06-15
SOYBEAN_OIL,2024/25,Exports,2472.0,Million Pounds,2026-07-15
SOYBEAN_OIL,2024/25,"Food, Feed & other Industrial",14600.0,Million Pounds,2025-08-15
SOYBEAN_OIL,2024/25,"Food, Feed & other Industrial",14600.0,Million Pounds,2025-09-15
SOYBEAN_OIL,2024/25,"Food, Feed & other Industrial",15000.0,Million Pounds,2025-11-15
SOYBEAN_OIL,2024/25,"Food, Feed & other Industrial",15142.0,Million Pounds,2025-12-15
SOYBEAN_OIL,2024/25,"Food, Feed & other Industrial",15133.0,Million Pounds,2026-01-15
SOYBEAN_OIL,2024/25,"Food, Feed & other Industrial",15133.0,Million Pounds,2026-02-15
SOYBEAN_OIL,2024/25,"Food, Feed & other Industrial",15133.0,Million Pounds,2026-03-15
SOYBEAN_OIL,2024/25,"Food, Feed & other Industrial",15133.0,Million Pounds,2026-04-15
SOYBEAN_OIL,2024/25,"Food, Feed & other Industrial",15133.0,Million Pounds,2026-05-15
SOYBEAN_OIL,2024/25,"Food, Feed & other Industrial",15133.0,Million Pounds,2026-06-15
SOYBEAN_OIL,2024/25,"Food, Feed & other Industrial",15154.0,Million Pounds,2026-07-15
SOYBEAN_OIL,2024/25,Imports,375.0,Million Pounds,2025-08-15
SOYBEAN_OIL,2024/25,Imports,375.0,Million Pounds,2025-09-15
SOYBEAN_OIL,2024/25,Imports,375.0,Million Pounds,2025-11-15
SOYBEAN_OIL,2024/25,Imports,375.0,Million Pounds,2025-12-15
SOYBEAN_OIL,2024/25,Imports,362.0,Million Pounds,2026-01-15
SOYBEAN_OIL,2024/25,Imports,362.0,Million Pounds,2026-02-15
SOYBEAN_OIL,2024/25,Imports,362.0,Million Pounds,2026-03-15
SOYBEAN_OIL,2024/25,Imports,362.0,Million Pounds,2026-04-15
SOYBEAN_OIL,2024/25,Imports,362.0,Million Pounds,2026-05-15
SOYBEAN_OIL,2024/25,Imports,362.0,Million Pounds,2026-06-15
SOYBEAN_OIL,2024/25,Imports,362.0,Million Pounds,2026-07-15
SOYBEAN_OIL,2024/25,Production,28975.0,Million Pounds,2025-08-15
SOYBEAN_OIL,2024/25,Production,28985.0,Million Pounds,2025-09-15
SOYBEAN_OIL,2024/25,Production,29225.0,Million Pounds,2025-11-15
SOYBEAN_OIL,2024/25,Production,29225.0,Million Pounds,2025-12-15
SOYBEAN_OIL,2024/25,Production,29218.0,Million Pounds,2026-01-15
SOYBEAN_OIL,2024/25,Production,29218.0,Million Pounds,2026-02-15
SOYBEAN_OIL,2024/25,Production,29218.0,Million Pounds,2026-03-15
SOYBEAN_OIL,2024/25,Production,29218.0,Million Pounds,2026-04-15
SOYBEAN_OIL,2024/25,Production,29218.0,Million Pounds,2026-05-15
SOYBEAN_OIL,2024/25,Production,29218.0,Million Pounds,2026-06-15
SOYBEAN_OIL,2024/25,Production,29218.0,Million Pounds,2026-07-15
SOYBEAN_OIL,2024/25,"Supply, Total",30901.0,Million Pounds,2025-08-15
SOYBEAN_OIL,2024/25,"Supply, Total",30911.0,Million Pounds,2025-09-15
SOYBEAN_OIL,2024/25,"Supply, Total",31151.0,Million Pounds,2025-11-15
SOYBEAN_OIL,2024/25,"Supply, Total",31151.0,Million Pounds,2025-12-15
SOYBEAN_OIL,2024/25,"Supply, Total",31131.0,Million Pounds,2026-01-15
SOYBEAN_OIL,2024/25,"Supply, Total",31131.0,Million Pounds,2026-02-15
SOYBEAN_OIL,2024/25,"Supply, Total",31131.0,Million Pounds,2026-03-15
SOYBEAN_OIL,2024/25,"Supply, Total",31131.0,Million Pounds,2026-04-15
SOYBEAN_OIL,2024/25,"Supply, Total",31131.0,Million Pounds,2026-05-15
SOYBEAN_OIL,2024/25,"Supply, Total",31131.0,Million Pounds,2026-06-15
SOYBEAN_OIL,2024/25,"Supply, Total",31131.0,Million Pounds,2026-07-15
SOYBEAN_OIL,2024/25,"Use, Total",29400.0,Million Pounds,2025-08-15
SOYBEAN_OIL,2024/25,"Use, Total",29350.0,Million Pounds,2025-09-15
SOYBEAN_OIL,2024/25,"Use, Total",29400.0,Million Pounds,2025-11-15
SOYBEAN_OIL,2024/25,"Use, Total",29400.0,Million Pounds,2025-12-15
SOYBEAN_OIL,2024/25,"Use, Total",29384.0,Million Pounds,2026-01-15
SOYBEAN_OIL,2024/25,"Use, Total",29384.0,Million Pounds,2026-02-15
SOYBEAN_OIL,2024/25,"Use, Total",29384.0,Million Pounds,2026-03-15
SOYBEAN_OIL,2024/25,"Use, Total",29384.0,Million Pounds,2026-04-15
SOYBEAN_OIL,2024/25,"Use, Total",29384.0,Million Pounds,2026-05-15
SOYBEAN_OIL,2024/25,"Use, Total",29384.0,Million Pounds,2026-06-15
SOYBEAN_OIL,2024/25,"Use, Total",29384.0,Million Pounds,2026-07-15
SOYBEAN_OIL,2025/26,Avg. Price (c/lb),53.0,c/lb,2025-07-15
SOYBEAN_OIL,2025/26,Avg. Price (c/lb),53.0,c/lb,2025-08-15
SOYBEAN_OIL,2025/26,Avg. Price (c/lb),53.0,c/lb,2025-09-15
SOYBEAN_OIL,2025/26,Avg. Price (c/lb),53.0,c/lb,2025-10-15
SOYBEAN_OIL,2025/26,Avg. Price (c/lb),53.0,c/lb,2025-11-15
SOYBEAN_OIL,2025/26,Avg. Price (c/lb),53.0,c/lb,2025-12-15
SOYBEAN_OIL,2025/26,Avg. Price (c/lb),53.0,c/lb,2026-01-15
SOYBEAN_OIL,2025/26,Avg. Price (c/lb),53.0,c/lb,2026-02-15
SOYBEAN_OIL,2025/26,Avg. Price (c/lb),55.0,c/lb,2026-03-15
SOYBEAN_OIL,2025/26,Avg. Price (c/lb),59.0,c/lb,2026-04-15
SOYBEAN_OIL,2025/26,Avg. Price (c/lb),63.0,c/lb,2026-05-15
SOYBEAN_OIL,2025/26,Avg. Price (c/lb),64.0,c/lb,2026-06-15
SOYBEAN_OIL,2025/26,Avg. Price (c/lb),64.0,c/lb,2026-07-15
SOYBEAN_OIL,2025/26,Beginning Stocks,1451.0,Million Pounds,2025-07-15
SOYBEAN_OIL,2025/26,Beginning Stocks,1501.0,Million Pounds,2025-08-15
SOYBEAN_OIL,2025/26,Beginning Stocks,1561.0,Million Pounds,2025-09-15
SOYBEAN_OIL,2025/26,Beginning Stocks,1561.0,Million Pounds,2025-10-15
SOYBEAN_OIL,2025/26,Beginning Stocks,1751.0,Million Pounds,2025-11-15
SOYBEAN_OIL,2025/26,Beginning Stocks,1751.0,Million Pounds,2025-12-15
SOYBEAN_OIL,2025/26,Beginning Stocks,1747.0,Million Pounds,2026-01-15
SOYBEAN_OIL,2025/26,Beginning Stocks,1747.0,Million Pounds,2026-02-15
SOYBEAN_OIL,2025/26,Beginning Stocks,1747.0,Million Pounds,2026-03-15
SOYBEAN_OIL,2025/26,Beginning Stocks,1747.0,Million Pounds,2026-04-15
SOYBEAN_OIL,2025/26,Beginning Stocks,1747.0,Million Pounds,2026-05-15
SOYBEAN_OIL,2025/26,Beginning Stocks,1747.0,Million Pounds,2026-06-15
SOYBEAN_OIL,2025/26,Beginning Stocks,1747.0,Million Pounds,2026-07-15
SOYBEAN_OIL,2025/26,Biofuel,15500.0,Million Pounds,2025-07-15
SOYBEAN_OIL,2025/26,Biofuel,15500.0,Million Pounds,2025-08-15
SOYBEAN_OIL,2025/26,Biofuel,15500.0,Million Pounds,2025-09-15
SOYBEAN_OIL,2025/26,Biofuel,15500.0,Million Pounds,2025-10-15
SOYBEAN_OIL,2025/26,Biofuel,15500.0,Million Pounds,2025-11-15
SOYBEAN_OIL,2025/26,Biofuel,15500.0,Million Pounds,2025-12-15
SOYBEAN_OIL,2025/26,Biofuel,14800.0,Million Pounds,2026-01-15
SOYBEAN_OIL,2025/26,Biofuel,14800.0,Million Pounds,2026-02-15
SOYBEAN_OIL,2025/26,Biofuel,14000.0,Million Pounds,2026-03-15
SOYBEAN_OIL,2025/26,Biofuel,14000.0,Million Pounds,2026-04-15
SOYBEAN_OIL,2025/26,Biofuel,14200.0,Million Pounds,2026-05-15
SOYBEAN_OIL,2025/26,Biofuel,14550.0,Million Pounds,2026-06-15
SOYBEAN_OIL,2025/26,Biofuel,14550.0,Million Pounds,2026-07-15
SOYBEAN_OIL,2025/26,Domestic Disappearance,29500.0,Million Pounds,2025-07-15
SOYBEAN_OIL,2025/26,Domestic Disappearance,29500.0,Million Pounds,2025-08-15
SOYBEAN_OIL,2025/26,Domestic Disappearance,29650.0,Million Pounds,2025-09-15
SOYBEAN_OIL,2025/26,Domestic Disappearance,29650.0,Million Pounds,2025-10-15
SOYBEAN_OIL,2025/26,Domestic Disappearance,29650.0,Million Pounds,2025-11-15
SOYBEAN_OIL,2025/26,Domestic Disappearance,29650.0,Million Pounds,2025-12-15
SOYBEAN_OIL,2025/26,Domestic Disappearance,29100.0,Million Pounds,2026-01-15
SOYBEAN_OIL,2025/26,Domestic Disappearance,29100.0,Million Pounds,2026-02-15
SOYBEAN_OIL,2025/26,Domestic Disappearance,29050.0,Million Pounds,2026-03-15
SOYBEAN_OIL,2025/26,Domestic Disappearance,29350.0,Million Pounds,2026-04-15
SOYBEAN_OIL,2025/26,Domestic Disappearance,29680.0,Million Pounds,2026-05-15
SOYBEAN_OIL,2025/26,Domestic Disappearance,30030.0,Million Pounds,2026-06-15
SOYBEAN_OIL,2025/26,Domestic Disappearance,30095.0,Million Pounds,2026-07-15
SOYBEAN_OIL,2025/26,Ending stocks,1671.0,Million Pounds,2025-07-15
SOYBEAN_OIL,2025/26,Ending stocks,1721.0,Million Pounds,2025-08-15
SOYBEAN_OIL,2025/26,Ending stocks,1736.0,Million Pounds,2025-09-15
SOYBEAN_OIL,2025/26,Ending stocks,1736.0,Million Pounds,2025-10-15
SOYBEAN_OIL,2025/26,Ending stocks,1726.0,Million Pounds,2025-11-15
SOYBEAN_OIL,2025/26,Ending stocks,1726.0,Million Pounds,2025-12-15
SOYBEAN_OIL,2025/26,Ending stocks,1752.0,Million Pounds,2026-01-15
SOYBEAN_OIL,2025/26,Ending stocks,1752.0,Million Pounds,2026-02-15
SOYBEAN_OIL,2025/26,Ending stocks,1782.0,Million Pounds,2026-03-15
SOYBEAN_OIL,2025/26,Ending stocks,1842.0,Million Pounds,2026-04-15
SOYBEAN_OIL,2025/26,Ending stocks,1857.0,Million Pounds,2026-05-15
SOYBEAN_OIL,2025/26,Ending stocks,1837.0,Million Pounds,2026-06-15
SOYBEAN_OIL,2025/26,Ending stocks,1837.0,Million Pounds,2026-07-15
SOYBEAN_OIL,2025/26,Exports,700.0,Million Pounds,2025-07-15
SOYBEAN_OIL,2025/26,Exports,700.0,Million Pounds,2025-08-15
SOYBEAN_OIL,2025/26,Exports,700.0,Million Pounds,2025-09-15
SOYBEAN_OIL,2025/26,Exports,700.0,Million Pounds,2025-10-15
SOYBEAN_OIL,2025/26,Exports,900.0,Million Pounds,2025-11-15
SOYBEAN_OIL,2025/26,Exports,900.0,Million Pounds,2025-12-15
SOYBEAN_OIL,2025/26,Exports,1200.0,Million Pounds,2026-01-15
SOYBEAN_OIL,2025/26,Exports,1200.0,Million Pounds,2026-02-15
SOYBEAN_OIL,2025/26,Exports,1200.0,Million Pounds,2026-03-15
SOYBEAN_OIL,2025/26,Exports,1200.0,Million Pounds,2026-04-15
SOYBEAN_OIL,2025/26,Exports,1200.0,Million Pounds,2026-05-15
SOYBEAN_OIL,2025/26,Exports,1050.0,Million Pounds,2026-06-15
SOYBEAN_OIL,2025/26,Exports,1000.0,Million Pounds,2026-07-15
SOYBEAN_OIL,2025/26,"Food, Feed & other Industrial",14000.0,Million Pounds,2025-07-15
SOYBEAN_OIL,2025/26,"Food, Feed & other Industrial",14000.0,Million Pounds,2025-08-15
SOYBEAN_OIL,2025/26,"Food, Feed & other Industrial",14150.0,Million Pounds,2025-09-15
SOYBEAN_OIL,2025/26,"Food, Feed & other Industrial",14150.0,Million Pounds,2025-10-15
SOYBEAN_OIL,2025/26,"Food, Feed & other Industrial",14150.0,Million Pounds,2025-11-15
SOYBEAN_OIL,2025/26,"Food, Feed & other Industrial",14150.0,Million Pounds,2025-12-15
SOYBEAN_OIL,2025/26,"Food, Feed & other Industrial",14300.0,Million Pounds,2026-01-15
SOYBEAN_OIL,2025/26,"Food, Feed & other Industrial",14300.0,Million Pounds,2026-02-15
SOYBEAN_OIL,2025/26,"Food, Feed & other Industrial",15050.0,Million Pounds,2026-03-15
SOYBEAN_OIL,2025/26,"Food, Feed & other Industrial",15350.0,Million Pounds,2026-04-15
SOYBEAN_OIL,2025/26,"Food, Feed & other Industrial",15480.0,Million Pounds,2026-05-15
SOYBEAN_OIL,2025/26,"Food, Feed & other Industrial",15480.0,Million Pounds,2026-06-15
SOYBEAN_OIL,2025/26,"Food, Feed & other Industrial",15545.0,Million Pounds,2026-07-15
SOYBEAN_OIL,2025/26,Imports,450.0,Million Pounds,2025-07-15
SOYBEAN_OIL,2025/26,Imports,450.0,Million Pounds,2025-08-15
SOYBEAN_OIL,2025/26,Imports,375.0,Million Pounds,2025-09-15
SOYBEAN_OIL,2025/26,Imports,375.0,Million Pounds,2025-10-15
SOYBEAN_OIL,2025/26,Imports,375.0,Million Pounds,2025-11-15
SOYBEAN_OIL,2025/26,Imports,375.0,Million Pounds,2025-12-15
SOYBEAN_OIL,2025/26,Imports,365.0,Million Pounds,2026-01-15
SOYBEAN_OIL,2025/26,Imports,365.0,Million Pounds,2026-02-15
SOYBEAN_OIL,2025/26,Imports,365.0,Million Pounds,2026-03-15
SOYBEAN_OIL,2025/26,Imports,315.0,Million Pounds,2026-04-15
SOYBEAN_OIL,2025/26,Imports,315.0,Million Pounds,2026-05-15
SOYBEAN_OIL,2025/26,Imports,315.0,Million Pounds,2026-06-15
SOYBEAN_OIL,2025/26,Imports,330.0,Million Pounds,2026-07-15
SOYBEAN_OIL,2025/26,Production,29970.0,Million Pounds,2025-07-15
SOYBEAN_OIL,2025/26,Production,29970.0,Million Pounds,2025-08-15
SOYBEAN_OIL,2025/26,Production,30150.0,Million Pounds,2025-09-15
SOYBEAN_OIL,2025/26,Production,30150.0,Million Pounds,2025-10-15
SOYBEAN_OIL,2025/26,Production,30150.0,Million Pounds,2025-11-15
SOYBEAN_OIL,2025/26,Production,30150.0,Million Pounds,2025-12-15
SOYBEAN_OIL,2025/26,Production,29940.0,Million Pounds,2026-01-15
SOYBEAN_OIL,2025/26,Production,29940.0,Million Pounds,2026-02-15
SOYBEAN_OIL,2025/26,Production,29920.0,Million Pounds,2026-03-15
SOYBEAN_OIL,2025/26,Production,30330.0,Million Pounds,2026-04-15
SOYBEAN_OIL,2025/26,Production,30675.0,Million Pounds,2026-05-15
SOYBEAN_OIL,2025/26,Production,30855.0,Million Pounds,2026-06-15
SOYBEAN_OIL,2025/26,Production,30855.0,Million Pounds,2026-07-15
SOYBEAN_OIL,2025/26,"Supply, Total",31871.0,Million Pounds,2025-07-15
SOYBEAN_OIL,2025/26,"Supply, Total",31921.0,Million Pounds,2025-08-15
SOYBEAN_OIL,2025/26,"Supply, Total",32086.0,Million Pounds,2025-09-15
SOYBEAN_OIL,2025/26,"Supply, Total",32086.0,Million Pounds,2025-10-15
SOYBEAN_OIL,2025/26,"Supply, Total",32276.0,Million Pounds,2025-11-15
SOYBEAN_OIL,2025/26,"Supply, Total",32276.0,Million Pounds,2025-12-15
SOYBEAN_OIL,2025/26,"Supply, Total",32052.0,Million Pounds,2026-01-15
SOYBEAN_OIL,2025/26,"Supply, Total",32052.0,Million Pounds,2026-02-15
SOYBEAN_OIL,2025/26,"Supply, Total",32032.0,Million Pounds,2026-03-15
SOYBEAN_OIL,2025/26,"Supply, Total",32392.0,Million Pounds,2026-04-15
SOYBEAN_OIL,2025/26,"Supply, Total",32737.0,Million Pounds,2026-05-15
SOYBEAN_OIL,2025/26,"Supply, Total",32917.0,Million Pounds,2026-06-15
SOYBEAN_OIL,2025/26,"Supply, Total",32932.0,Million Pounds,2026-07-15
SOYBEAN_OIL,2025/26,"Use, Total",30200.0,Million Pounds,2025-07-15
SOYBEAN_OIL,2025/26,"Use, Total",30200.0,Million Pounds,2025-08-15
SOYBEAN_OIL,2025/26,"Use, Total",30350.0,Million Pounds,2025-09-15
SOYBEAN_OIL,2025/26,"Use, Total",30350.0,Million Pounds,2025-10-15
SOYBEAN_OIL,2025/26,"Use, Total",30550.0,Million Pounds,2025-11-15
SOYBEAN_OIL,2025/26,"Use, Total",30550.0,Million Pounds,2025-12-15
SOYBEAN_OIL,2025/26,"Use, Total",30300.0,Million Pounds,2026-01-15
SOYBEAN_OIL,2025/26,"Use, Total",30300.0,Million Pounds,2026-02-15
SOYBEAN_OIL,2025/26,"Use, Total",30250.0,Million Pounds,2026-03-15
SOYBEAN_OIL,2025/26,"Use, Total",30550.0,Million Pounds,2026-04-15
SOYBEAN_OIL,2025/26,"Use, Total",30880.0,Million Pounds,2026-05-15
SOYBEAN_OIL,2025/26,"Use, Total",31080.0,Million Pounds,2026-06-15
SOYBEAN_OIL,2025/26,"Use, Total",31095.0,Million Pounds,2026-07-15
SOYBEAN_OIL,2026/27,Avg. Price (c/lb),70.0,c/lb,2026-05-15
SOYBEAN_OIL,2026/27,Avg. Price (c/lb),70.0,c/lb,2026-06-15
SOYBEAN_OIL,2026/27,Avg. Price (c/lb),70.0,c/lb,2026-07-15
SOYBEAN_OIL,2026/27,Beginning Stocks,1857.0,Million Pounds,2026-05-15
SOYBEAN_OIL,2026/27,Beginning Stocks,1837.0,Million Pounds,2026-06-15
SOYBEAN_OIL,2026/27,Beginning Stocks,1837.0,Million Pounds,2026-07-15
SOYBEAN_OIL,2026/27,Biofuel,17800.0,Million Pounds,2026-05-15
SOYBEAN_OIL,2026/27,Biofuel,17800.0,Million Pounds,2026-06-15
SOYBEAN_OIL,2026/27,Biofuel,17800.0,Million Pounds,2026-07-15
SOYBEAN_OIL,2026/27,Domestic Disappearance,32750.0,Million Pounds,2026-05-15
SOYBEAN_OIL,2026/27,Domestic Disappearance,32750.0,Million Pounds,2026-06-15
SOYBEAN_OIL,2026/27,Domestic Disappearance,32750.0,Million Pounds,2026-07-15
SOYBEAN_OIL,2026/27,Ending stocks,1897.0,Million Pounds,2026-05-15
SOYBEAN_OIL,2026/27,Ending stocks,1877.0,Million Pounds,2026-06-15
SOYBEAN_OIL,2026/27,Ending stocks,1877.0,Million Pounds,2026-07-15
SOYBEAN_OIL,2026/27,Exports,400.0,Million Pounds,2026-05-15
SOYBEAN_OIL,2026/27,Exports,400.0,Million Pounds,2026-06-15
